City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Hotel Name
417,Vila Velha,BR,-20.3297,-40.2925,69.94,71,0,8.05,clear sky,Hotel Vitória Palace
418,Katsuura,JP,35.1333,140.3,84.56,77,10,20.49,clear sky,Katsuura Hotel Mikazuki
420,Bavly,RU,54.393,53.2602,63.14,62,51,2.55,broken clouds,Neftyanik
421,Padang,ID,-0.9492,100.3543,84.25,72,36,5.17,scattered clouds,Mercure Padang
422,Qeshm,IR,26.9581,56.2719,89.49,61,57,2.73,broken clouds,Qeshm Kavan Hotel
424,Upata,VE,8.0086,-62.3989,70.21,95,68,2.37,broken clouds,Posada Villa Nela
425,Nantucket,US,41.2835,-70.0995,69.03,75,0,4.61,clear sky,Jared Coffin House
426,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,90,92,7.38,overcast clouds,Pestana Bahia Praia
427,Eureka,US,40.8021,-124.1637,65.17,80,5,1.01,clear sky,Eureka Inn Trademark By Wyndham
430,Smoky Lake,CA,54.1169,-112.4686,72.18,73,10,5.75,light rain,Country Garden Hotel
431,Chickasha,US,35.0526,-97.9364,85.35,45,0,9.22,clear sky,"Holiday Inn Express & Suites Chickasha, an IHG Hotel"
432,Lagoa,PT,39.05,-27.9833,73.4,82,98,13.04,light rain,Casa Das Faias
433,Nerchinskiy Zavod,RU,51.3088,119.61,62.26,80,96,1.43,moderate rain,Gostinitsa
435,San Patricio,US,28.017,-97.5169,85.89,78,100,3.78,light rain,"Motel 6 Sinton, TX"
437,Laguna,US,38.421,-121.4238,84.18,47,0,10.36,clear sky,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
438,Puerto El Triunfo,SV,13.2833,-88.55,74.97,90,100,2.01,overcast clouds,Hotel Jardin
439,Regeneracao,BR,-6.2378,-42.6883,71.83,53,3,2.55,clear sky,Hotel KANAYRA
440,Punto Fijo,VE,11.6956,-70.1996,81.55,81,99,22.77,overcast clouds,Santa Fe Inn Hotel
441,Nikolskoye,RU,59.7035,30.7861,64.29,85,79,6.06,broken clouds,Tourist House - Sablino
443,Urdoma,RU,61.7533,48.5442,61.97,68,96,10.16,overcast clouds,Vikonda
444,Laksham,BD,23.2472,91.1425,87.12,70,92,7.61,overcast clouds,MRI ROBEL
445,Iganga,UG,0.6092,33.4686,65.14,88,100,4.36,overcast clouds,Hilltop Hotel
447,Atasu,KZ,48.6814,71.6433,70.59,55,0,9.6,clear sky,Dostyk
448,Saint Anthony,US,45.0205,-93.218,73.81,62,0,5.75,clear sky,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
449,Yarada,IN,17.65,83.2667,86.32,74,75,12.66,mist,Yarada Jungle Beach Resorts
452,Lebanon,US,36.2081,-86.2911,76.78,90,0,3.44,clear sky,Hampton Inn & Suites Lebanon
455,Morondava,MG,-20.2833,44.2833,66.15,85,0,8.79,clear sky,La Case Bambou
456,Svetlogorsk,BY,52.6333,29.7333,61.84,82,6,8.99,clear sky,Hotel Svetlogorsk JBIK
457,Saravena,CO,6.9538,-71.8752,70.74,97,72,2.68,broken clouds,Hotel Diamante Saravena
461,Guerrero Negro,MX,27.9769,-114.0611,72.37,81,6,13.73,clear sky,"Casa Laguna, Bed & Breakfast"
462,Westport,US,41.1415,-73.3579,77.94,81,100,5.75,overcast clouds,The Westport Inn
466,Dali,CN,25.7,100.1833,76.14,60,93,4.7,overcast clouds,Dali Travelling With Hostel
467,Ambilobe,MG,-13.2,49.05,67.78,58,2,4.76,clear sky,Hôtel & Restaurant DIANA Ambilobe
468,Fortuna,US,40.5982,-124.1573,64.9,81,100,8.05,overcast clouds,Super 8 by Wyndham Fortuna
470,Porto Novo,BJ,6.4965,2.6036,73.9,90,100,7.9,overcast clouds,Tour Eiffel Hotel Benin
471,Luanda,AO,-8.8368,13.2343,68.7,81,100,3.89,overcast clouds,EPIC SANA Luanda
472,Portoferraio,IT,42.8115,10.3146,78.58,41,100,5.06,overcast clouds,Hotel Villa Ombrosa
475,Port Augusta,AU,-32.5,137.7667,63.46,43,25,15.93,scattered clouds,Majestic Oasis Apartments
476,Lasa,IT,46.6166,10.7002,61.68,93,35,3.56,scattered clouds,Pension Feldgärtenhof
480,Sakakah,SA,29.9697,40.2064,89.17,28,0,6.42,clear sky,Fakhamat Al Orjoana Apartment
484,Mykolayivka,UA,47.5414,30.7561,72.21,67,100,12.41,overcast clouds,Готель
485,Mae Sai,TH,20.4335,99.8762,73.08,100,100,1.77,overcast clouds,Piyaporn Hill Paradise Hotel
491,Biak,ID,-0.9131,122.8766,83.91,68,74,1.88,broken clouds,Penginapan Kim
492,Cartama,ES,36.7107,-4.633,80.17,75,20,5.75,few clouds,GCE Hoteles
494,Loiza,PR,18.4313,-65.8802,82.4,80,40,10.36,scattered clouds,Vacation Realty
500,Tateyama,JP,34.9833,139.8667,86.09,80,37,18.72,scattered clouds,Tateyama Seaside Hotel
502,Singaraja,ID,-8.112,115.0882,84.22,71,28,3.33,scattered clouds,Puri Bagus Lovina Resort
503,Segou,ML,13.4317,-6.2157,77.27,82,63,8.23,broken clouds,Comme chez soi
504,Aksay,RU,47.26,39.87,81.25,31,100,7.0,light rain,Chernaya Zhemchuzhina
505,Vieques,PR,18.425,-65.8329,82.44,74,40,10.36,scattered clouds,"The St. Regis Bahia Beach Resort, Puerto Rico"
506,Degollado,MX,20.467,-102.1498,65.68,72,100,0.54,overcast clouds,Gran Hotel Porton de consuelo
507,Galveston,US,29.3669,-94.9669,85.96,79,20,10.36,few clouds,Crystal Suites
508,Namatanai,PG,-3.6667,152.4333,84.56,64,69,10.89,broken clouds,Seagulls Inn Namatani
510,Kilindoni,TZ,-7.9139,39.6668,74.98,73,8,10.38,clear sky,Bustani B&B
511,Swan River,CA,52.1058,-101.2676,62.49,77,90,2.3,overcast clouds,Super 8 by Wyndham Swan River MB
512,Lahaina,US,20.8783,-156.6825,87.8,81,67,12.73,broken clouds,Lahaina Shores Beach Resort
513,Marsaxlokk,MT,35.8419,14.5431,78.08,88,20,1.14,few clouds,Water's Edge
514,Erzincan,TR,39.75,39.5,61.9,77,0,3.44,clear sky,Eriza Boutique Hotel
515,Kavaratti,IN,10.5669,72.642,81.07,84,100,17.9,overcast clouds,Green leaf
516,Nemuro,JP,43.3236,145.575,68.83,95,98,19.6,overcast clouds,Hotel Nemuro Kaiyoutei
517,Anori,BR,-3.7728,-61.6442,76.84,56,96,2.53,overcast clouds,Novo Hotel 5 Irmãos
518,Naples,IT,40.8333,14.25,76.75,72,20,2.3,few clouds,Renaissance Naples Hotel Mediterraneo
520,Colares,PT,38.7992,-9.4469,67.75,78,0,10.0,clear sky,Arribas Sintra Hotel
522,Coffs Harbour,AU,-30.3,153.1333,67.14,63,100,9.22,overcast clouds,Aquajet Motel
523,Nicoya,CR,10.1483,-85.452,74.55,93,100,2.44,overcast clouds,Las Cabinas Del Sueño
524,Kargasok,RU,59.0556,80.8572,63.79,49,8,5.86,clear sky,Hotel Kargasok
525,Tomatlan,MX,19.9333,-105.25,76.98,94,100,2.84,overcast clouds,El Salvial
526,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,100,11.5,overcast clouds,Hotel JM Puerto del Rosario
527,Nuevo Progreso,MX,23.1667,-97.95,81.54,64,5,4.21,clear sky,Balneario Rio el Paraiso
528,Nishihara,JP,26.1842,127.7558,89.65,74,40,5.75,scattered clouds,Minshuku Agaihama
529,Kiama,AU,-34.6833,150.8667,63.57,69,100,5.01,overcast clouds,The Sebel Kiama Harbourside
530,Magaria,NE,12.9983,8.9099,74.71,72,79,8.72,broken clouds,Chez Honorable Chapiou
531,Bulungu,CD,-4.55,18.6,70.07,28,12,2.57,few clouds,Maison MC Michel
532,Kota Belud,MY,6.351,116.4305,89.17,58,74,6.02,broken clouds,Tang Dynasty Lodge Kota Belud
533,Kirkcudbright,GB,54.8383,-4.0491,60.01,67,7,8.34,clear sky,The Selkirk Arms Hotel & Restaurant
535,Clyde,US,41.3042,-82.9752,68.56,75,2,9.57,clear sky,Red Roof Inn Clyde
536,Paita,PE,-5.0892,-81.1144,62.91,85,87,10.09,overcast clouds,Hotel Náutico de Paita
537,Bama,NG,11.5221,13.6856,71.47,89,100,10.6,light rain,UN Humanitarian Hub
538,Jumla,NP,29.2747,82.1838,76.3,55,5,3.42,clear sky,Royal Garden Hotel
539,Tagusao,PH,9.1924,117.8141,87.13,64,65,1.92,broken clouds,Caycay future beach resort
541,Santa Barbara,US,34.7333,-120.0343,69.82,77,0,5.75,clear sky,Upper Ballard Campground
542,Goderich,CA,43.7501,-81.7165,67.91,82,0,8.05,clear sky,Harmony Inn
544,Banjar,ID,-8.19,114.9675,86.16,67,29,3.69,scattered clouds,The Hamsa Resort
545,Singarayakonda,IN,15.25,80.0333,88.9,51,79,21.88,broken clouds,Sri Nrk A/C Lodge
547,Kingman,US,35.1894,-114.053,87.28,60,40,6.91,moderate rain,Rodeway Inn Kingman Route 66
548,Dewas,IN,22.9667,76.0667,77.18,88,96,16.71,overcast clouds,OYO 71164 Hotel Suryaansh
549,Dingle,PH,10.9995,122.6711,85.93,72,86,4.9,overcast clouds,SEGAYA PROPERTY
551,Motygino,RU,58.1831,94.7592,66.72,48,0,5.79,clear sky,"Gostinitsa ""Uyut"""
552,Mustasaari,FI,63.1142,21.6822,61.9,88,100,2.3,light rain,Hotel Astor
553,Maceio,BR,-9.6658,-35.7353,72.84,94,0,3.44,clear sky,Hotel Ponta Verde Maceió
555,Kirovskiy,RU,45.0917,133.5136,74.3,61,21,10.2,few clouds,"Uyut, Gostinitsa"
560,Rosarito,MX,32.3333,-117.0333,77.23,67,90,7.38,overcast clouds,Hotel Festival Plaza Rosarito
562,Inuvik,CA,68.3499,-133.7218,67.06,44,75,4.61,broken clouds,Nova Inn Inuvik
564,Pierre,US,44.3683,-100.351,84.85,66,0,20.0,clear sky,Ramkota Hotel
566,Ceyhan,TR,37.0247,35.8175,79.14,77,74,1.1,broken clouds,Ilbeyli Kiz Ogrenci Yurdu
567,Karratha,AU,-20.7377,116.8463,75.11,27,25,23.53,scattered clouds,ibis Styles Karratha
569,Shchigry,RU,51.8755,36.9043,66.02,78,13,13.27,few clouds,Базилик Щигры
570,Sinnamary,GF,5.3833,-52.95,78.12,82,31,7.02,scattered clouds,ALETHEIA Appartement Sinnamary
571,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,88,100,9.22,overcast clouds,Valle Aridane
574,Hovd,MN,48.0056,91.6419,76.3,28,42,6.62,scattered clouds,Hotel Khovd
575,Pundaguitan,PH,6.3711,126.1689,83.75,69,6,6.2,clear sky,Leonardo Family Beach House 1
576,Siniscola,IT,40.5719,9.6922,72.95,62,2,5.79,clear sky,Hotel Sa Tanca E Bore
579,Khandyga,RU,62.6667,135.6,71.29,55,86,2.13,overcast clouds,Apel'sin
580,Sheridan,US,44.8333,-106.9173,77.7,51,0,3.44,clear sky,Comfort Inn & Suites
582,Wuda,CN,39.4994,106.7117,83.32,62,59,5.68,broken clouds,Grape Sightseeing Garden
583,Kenai,US,60.5544,-151.2583,62.69,95,100,10.36,light rain,Aspen Extended Stay Suites
585,Stabat,ID,3.761,98.4513,86.2,53,93,1.81,overcast clouds,Link VII damai
586,Tyazhinskiy,RU,56.116,88.524,68.34,45,3,7.16,clear sky,Gostinitsa Udacha
587,Slave Lake,CA,55.2834,-114.769,67.98,83,0,10.36,clear sky,Super 8 by Wyndham Slave Lake AB
589,Requena,ES,39.4883,-1.1004,66.79,58,0,4.23,clear sky,Hotel Avenida
593,Ruteng,ID,-8.6136,120.4721,71.37,78,41,1.68,scattered clouds,Hotel FX 72
594,Koumac,NC,-20.5667,164.2833,73.56,53,2,8.63,clear sky,Le Monitel
595,Yangliuqing,CN,39.1375,116.9997,85.95,55,57,4.18,broken clouds,如庭快捷酒店
596,Marsa Matruh,EG,31.3525,27.2453,75.4,78,0,5.75,clear sky,Beau Site
597,Alpena,US,45.0617,-83.4327,63.1,73,0,4.61,clear sky,Days Inn by Wyndham Alpena
598,Kisangani,CD,0.5167,25.2,69.42,98,91,2.48,overcast clouds,Grand Ramela Hotel
599,Baruun-Urt,MN,46.6806,113.2792,73.15,46,65,6.71,broken clouds,Ахмадын амралт сувилал
600,Vanino,RU,49.0869,140.2543,70.14,64,75,4.14,broken clouds,Гостиница 5 Звезд
601,Suwannaphum,TH,15.6035,103.8021,80.08,77,100,10.31,overcast clouds,วรรณมณี รีสอร์ท
602,Buchanan,LR,5.8808,-10.0467,75.07,86,92,10.33,light rain,Kamaneahn Hotel Inc
603,Lethem,GY,3.3803,-59.7968,74.26,89,49,1.86,light rain,Savannah Inn
604,Riyadh,SA,24.6877,46.7219,89.74,24,58,20.83,broken clouds,"InterContinental Riyadh, an IHG Hotel"
605,Trat,TH,12.5,102.5,86.2,75,100,9.86,light rain,สวนหนิง-อัศ
606,Samur,RU,41.8253,48.486,81.88,48,0,4.79,clear sky,Samur
607,Australind,AU,-33.2667,115.7167,62.29,58,0,14.2,clear sky,ON THE ESTUARY
608,Salisbury,GB,51.0693,-1.7957,66.97,65,0,4.61,clear sky,Mercure Salisbury White Hart Hotel
609,Cheney,US,47.4874,-117.5758,82.72,43,20,10.36,few clouds,"Holiday Inn Express & Suites Cheney, an IHG Hotel"
612,Indiana,US,40.0003,-86.2503,69.51,81,0,5.75,clear sky,WonderTree
614,Tautira,PF,-17.7333,-149.15,77.99,73,33,13.87,light rain,Pension Oaoa
616,Nova Russas,BR,-4.7067,-40.5631,71.47,69,35,3.89,scattered clouds,palace motel
617,Itarema,BR,-2.9248,-39.9167,76.69,86,62,13.42,broken clouds,"Sea Lounge! Bar, Club & Restaurant"
618,Bambous Virieux,MU,-20.3428,57.7575,67.21,88,40,18.41,scattered clouds,Casa Tia Villa
619,Khani,GE,41.9563,42.9566,63.97,70,20,1.14,few clouds,კურორტი ზეკარი/Resort Zekari
620,Rock Sound,BS,24.9,-76.2,81.97,74,0,15.93,clear sky,Pink Corral Bay Property
622,Aberystwyth,GB,52.4155,-4.0829,63.52,69,1,6.89,clear sky,Aberystwyth Park Lodge Hotel
624,Houma,US,29.5958,-90.7195,77.0,93,100,0.0,overcast clouds,Courtyard by Marriott Houma
625,Waddan,LY,29.1614,16.139,77.58,35,0,8.75,clear sky,محل الشريف محمد العايب
626,Juruti,BR,-2.1522,-56.0922,78.35,54,25,2.37,scattered clouds,Pousada Marupiara
627,San Policarpo,PH,12.1791,125.5072,84.36,73,99,5.93,overcast clouds,Agapita M. Nicart
628,Sumbe,AO,-11.2061,13.8437,69.01,83,97,3.04,overcast clouds,Hotel Ritz Sumbe
630,Kurchum,KZ,48.5722,83.6542,76.21,36,98,3.33,overcast clouds,"""Kneda"" Hotel"
631,Don Sak,TH,9.3168,99.6918,87.69,64,95,12.37,overcast clouds,Lam-tong Resort
633,Moussoro,TD,13.6408,16.4901,81.54,67,100,8.19,overcast clouds,Pharmacie alnadja Moussoro
634,Weyburn,CA,49.6668,-103.8511,64.62,77,98,8.05,overcast clouds,Perfect Inns & Suites
635,Huarmey,PE,-10.0681,-78.1522,62.04,86,23,9.24,few clouds,Hotel Miramar
637,Tambura,SS,5.6,27.4667,66.6,99,100,3.11,overcast clouds,Rikito Lodge
638,Kuna,US,43.4918,-116.4201,84.4,57,42,0.0,haze,Winfield Springs
639,Kraksaan,ID,-7.7585,113.3962,86.23,66,37,6.89,scattered clouds,Asrama Hati
641,Nabire,ID,-3.3667,135.4833,87.39,60,9,5.19,clear sky,Hotel Nusantara I
646,Caceres,ES,39.522,-6.3748,68.72,52,0,1.14,clear sky,Ahc Hoteles
647,Garowe,SO,8.4054,48.4845,74.35,61,97,23.53,overcast clouds,Curubo Hotel
650,Carauari,BR,-4.8828,-66.8958,74.82,74,62,2.19,broken clouds,Hotel Fellip
653,Cockburn Town,TC,21.4612,-71.1419,82.26,75,47,18.95,scattered clouds,Osprey Beach Hotel
656,Carutapera,BR,-1.195,-46.02,76.32,84,33,6.91,scattered clouds,Lidera
658,Brownwood,US,31.7093,-98.9912,88.92,48,5,13.62,clear sky,La Quinta Inn & Suites by Wyndham Brownwood
659,Oranjestad,AW,12.524,-70.027,82.35,83,20,19.57,few clouds,Divi Village Golf & Beach Resort
660,Gerash,IR,27.6652,54.1371,82.54,13,4,7.7,clear sky,Sa'adat House Gerash
661,Quezailica,HN,14.8833,-88.7333,69.75,99,100,1.61,overcast clouds,Rancho La Perla
662,Beira,MZ,-19.8436,34.8389,62.69,100,100,6.91,fog,Beira Terrace Hotel
663,Kaliua,TZ,-5.0606,31.7936,63.07,63,54,6.71,broken clouds,Millennium Complex
665,Eseka,CM,3.65,10.7667,71.37,99,100,1.28,light rain,Complexe Hotelier Ndjiki Mpeck Eseka II
666,Pesaro,IT,43.9036,12.8903,73.13,64,100,7.61,overcast clouds,Savoy
667,Am Timan,TD,11.0297,20.2827,71.02,98,100,4.27,moderate rain,Palais du chef Canton Salamt
668,Puri,IN,19.8,85.85,81.12,82,100,2.73,moderate rain,OYO 1577 Hotel Shree Hari Grand
669,Clacton-On-Sea,GB,51.7897,1.156,66.78,86,20,4.0,few clouds,The Sandrock
671,Komsomolskiy,UZ,40.4272,71.7189,83.12,24,0,6.91,clear sky,Ikathouse
672,Monte Alegre,BR,-2.0078,-54.0692,75.78,77,38,5.06,scattered clouds,Hotel Shekinah
673,Mogadishu,SO,2.0371,45.3438,76.87,78,40,13.8,scattered clouds,Hotel Juba
674,Mucurapo,TT,10.6667,-61.5333,78.85,89,1,7.38,clear sky,Courtyard by Marriott Port of Spain
675,Carballo,ES,43.213,-8.691,64.9,91,43,1.74,scattered clouds,Pazo do Souto
676,Parsabad,IR,39.6482,47.9174,71.92,88,0,4.61,clear sky,Peacock Hotel Magi
677,Tobol,KZ,52.6844,62.5794,66.67,65,98,13.4,overcast clouds,Tobol Gostinitsa
678,Carmen,MX,18.6333,-91.8333,79.18,80,100,7.36,overcast clouds,Hotel Lossandes
679,Rock Springs,US,41.5875,-109.2029,72.05,47,0,8.05,clear sky,Homewood Suites by Hilton Rock Springs
682,Koboko,UG,3.4136,30.9599,62.33,88,99,2.37,overcast clouds,Hotel Diplomat
683,Cananeia,BR,-25.0147,-47.9267,60.21,88,45,2.8,scattered clouds,Pousada Ancoradouro
684,Chibuto,MZ,-24.6867,33.5306,60.87,80,0,7.4,clear sky,Residência Masculina da Escola Superior de Negocios e Empreendedorismo de Chibuto
686,Acajutla,SV,13.5928,-89.8275,78.44,85,100,6.44,light rain,Laureles
688,Tiarei,PF,-17.5333,-149.3333,80.62,74,24,13.78,light rain,Le Rocher de Tahiti
689,Moerai,PF,-22.4333,-151.3333,73.38,78,9,4.59,clear sky,Le Manotel
694,Maple Creek,CA,49.9168,-109.4848,82.45,30,3,6.91,clear sky,Willowbend Campground & Cabins
695,Haapiti,PF,-17.5667,-149.8667,80.33,76,7,13.38,light rain,Linareva Moorea Beach Resort
696,Tanabe,JP,33.7333,135.3667,87.01,79,75,6.91,broken clouds,美吉屋旅館
698,Chengde,CN,40.9725,117.9361,85.05,57,85,3.71,overcast clouds,Super 8 Hotel
699,Naron,ES,43.5167,-8.1528,66.04,96,26,2.06,scattered clouds,Marcial
700,Kota Bahru,MY,6.1333,102.2386,82.35,88,20,3.44,moderate rain,Grand Riverview Hotel
701,Sorong,ID,-0.8833,131.25,82.33,78,12,9.51,few clouds,Waigo Splash Hotel
702,Terrasini,IT,38.146,13.0844,75.9,83,20,8.05,thunderstorm,Florio Park Hotel
703,San Cristobal,VE,7.7669,-72.225,77.18,98,51,2.48,broken clouds,Pirineos
704,Wamba,NG,8.9333,8.6,69.57,96,100,1.97,overcast clouds,Roma Zee Guest House Annex
705,Dwarka,IN,22.2394,68.9678,83.16,86,100,13.4,light rain,Hotel Narayan Avezika Comfort
